id,URL,headline,author,date
59,https://www.theverge.com/22152431/the-mandalorian-season-2-episode-6-star-wars-dark-forces-trooper-baby-yoda-grogu,"The Mandalorian is a video game hero, and the new episode finally turns up the difficulty",Chaim Gartenberg,2020-12-04
60,https://www.theverge.com/22954478/the-batman-review-robert-pattinson-matt-reeves-movie,"The Batman is young, dumb, and full of soft-spoken ennui",Charles Pulliam-Moore,2022-02-28
61,https://www.theverge.com/2023/3/30/23663339/amazon-sues-sellers-copyright-takedown-competitors,Amazon sues sellers for issuing bogus takedown requests on competitors,Mitchell Clark,2023-03-30
62,https://www.theverge.com/2023/3/30/23663457/star-trek-starfleet-academy-paramount-plus-streaming-tv-2024,Star Trek: Starfleet Academy will follow the most ambitious students in the galaxy,Callie Wright,2023-03-30
63,https://www.theverge.com/2023/3/30/23662000/waves-audio-engineering-plugins-subscription-creative-access-perpetual-license,Music producers revolted against an app’s subscription scheme — and won,Andrew Marino,2023-03-30
64,https://www.theverge.com/2023/3/29/23662175/instagram-collaborative-collections-shared-with-friends,Instagram now lets you save posts into collections shared with friends,Emma Roth,2023-03-29
65,https://www.theverge.com/2023/3/28/23660473/substack-retail-investors-revenue-profit,How much money do we think Substack lost last year?,Elizabeth Lopatto,2023-03-28
66,https://www.theverge.com/2023/3/30/23612467/framework-laptop-16-battery-parts-games,The Framework Laptop 16 is trying to bring back snap-on removable batteries,Sean Hollister,2023-03-30
67,https://www.theverge.com/2023/3/30/23662961/the-last-of-us-pc-patch-performance-fixes,The Last of Us on PC gets patches to fix some performance issues,Tom Warren,2023-03-30
68,https://www.theverge.com/2023/3/30/23663531/ford-just-isnt-into-the-whole-driverless-thing-anymore,Ford just isn’t into the whole driverless thing anymore.,Andrew J. Hawkins,2023-03-30
69,https://www.theverge.com/2022/10/26/23423998/argo-ai-shut-down-ford-vw-av-self-driving,"Argo AI, driverless startup backed by Ford and VW, is shutting down",Andrew J. Hawkins,2022-10-26
70,https://www.theverge.com/2023/3/30/23663206/buzzfeed-ai-travel-guides-buzzy,BuzzFeed is using AI to write SEO-bait travel guides,Jay Peters,2023-03-30
71,https://www.theverge.com/23660809/wordle-new-york-times-interview-zoe-bell-gdc-2023,How Wordle lives on at The New York Times,Shannon Liao,2023-03-29
72,https://www.theverge.com/2023/3/29/23661352/last-of-us-part-i-pc-launch-bugs-issues,The Last of Us on PC is a rare disappointing PlayStation port at launch,Tom Warren,2023-03-29
